effect,group,term,estimate,std.error,statistic,df,p.value
ran_pars,subj_id,cor__(Intercept).X_i,0.152,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,21.594,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),91.529,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.836,NA,NA,NA,NA
fixed,NA,(Intercept),819.899,14.963,54.794,117.001,0
fixed,NA,X_i,54.673,22.439,2.437,51.95,0.018
ran_pars,subj_id,sd__(Intercept),101.62,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.226,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,45.79,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.012,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.186,NA,NA,NA,NA
fixed,NA,(Intercept),780.868,13.674,57.106,122.03,0
fixed,NA,X_i,11.87,19.497,0.609,48.991,0.545
ran_pars,subj_id,sd__(Intercept),96.499,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.274,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,21.68,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),65.58,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.016,NA,NA,NA,NA
fixed,NA,(Intercept),821.226,14.387,57.082,129.886,0
fixed,NA,X_i,24.287,19.791,1.227,52.875,0.225
ran_pars,subj_id,sd__(Intercept),106.823,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.423,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.972,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),65.217,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.554,NA,NA,NA,NA
fixed,NA,(Intercept),824.708,14.657,56.268,118.471,0
fixed,NA,X_i,61.138,21.716,2.815,51.505,0.007
ran_pars,subj_id,sd__(Intercept),100.675,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.369,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.077,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.541,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.802,NA,NA,NA,NA
fixed,NA,(Intercept),783.14,15.648,50.046,97.735,0
fixed,NA,X_i,48.766,25.492,1.913,50.238,0.061
ran_pars,subj_id,sd__(Intercept),92.887,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.205,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.364,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.813,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.253,NA,NA,NA,NA
fixed,NA,(Intercept),807.343,16.347,49.389,83.592,0
fixed,NA,X_i,45.861,28.244,1.624,50.363,0.111
ran_pars,subj_id,sd__(Intercept),85.281,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.113,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.511,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),96.509,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.54,NA,NA,NA,NA
fixed,NA,(Intercept),776.952,14.054,55.282,105.478,0
fixed,NA,X_i,20.383,22.456,0.908,53.678,0.368
ran_pars,subj_id,sd__(Intercept),88.766,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.214,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,54.178,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.386,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.794,NA,NA,NA,NA
fixed,NA,(Intercept),786.444,16.419,47.898,113.754,0
fixed,NA,X_i,47.622,25.026,1.903,50.939,0.063
ran_pars,subj_id,sd__(Intercept),108.564,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.144,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.025,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.864,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.131,NA,NA,NA,NA
fixed,NA,(Intercept),812.133,15.066,53.904,104.902,0
fixed,NA,X_i,16.592,23.851,0.696,50.87,0.49
ran_pars,subj_id,sd__(Intercept),94.401,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.173,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.627,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.604,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.247,NA,NA,NA,NA
fixed,NA,(Intercept),777.418,14.573,53.348,120.555,0
fixed,NA,X_i,36.406,21.665,1.68,54.466,0.099
ran_pars,subj_id,sd__(Intercept),101.367,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.34,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,55.598,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.295,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.404,NA,NA,NA,NA
fixed,NA,(Intercept),789.203,16.44,48.005,108.725,0
fixed,NA,X_i,62.498,25.38,2.462,48.965,0.017
ran_pars,subj_id,sd__(Intercept),105.346,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.323,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,26.386,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.947,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.237,NA,NA,NA,NA
fixed,NA,(Intercept),788.528,16.347,48.238,104.158,0
fixed,NA,X_i,36.435,25.898,1.407,50.023,0.166
ran_pars,subj_id,sd__(Intercept),101.569,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.353,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.09,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.332,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.059,NA,NA,NA,NA
fixed,NA,(Intercept),812.596,14.978,54.252,129.137,0
fixed,NA,X_i,79.479,20.657,3.848,51.303,0
ran_pars,subj_id,sd__(Intercept),110.227,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.411,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.11,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),68.869,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.877,NA,NA,NA,NA
fixed,NA,(Intercept),780.602,13.719,56.898,121.278,0
fixed,NA,X_i,18.124,19.961,0.908,52.245,0.368
ran_pars,subj_id,sd__(Intercept),96.519,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.371,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.665,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),65.891,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.857,NA,NA,NA,NA
fixed,NA,(Intercept),799.167,14.343,55.72,124.922,0
fixed,NA,X_i,37.585,20.423,1.84,51.699,0.071
ran_pars,subj_id,sd__(Intercept),102.758,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.113,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.766,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),67.938,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.537,NA,NA,NA,NA
fixed,NA,(Intercept),837.301,13.889,60.284,110.48,0
fixed,NA,X_i,77.527,21.376,3.627,51.085,0.001
ran_pars,subj_id,sd__(Intercept),90.83,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.228,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.104,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),71.541,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.597,NA,NA,NA,NA
fixed,NA,(Intercept),788.291,15.245,51.708,102.768,0
fixed,NA,X_i,35.191,24.431,1.44,51.425,0.156
ran_pars,subj_id,sd__(Intercept),94.1,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.159,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,46.32,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.38,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.607,NA,NA,NA,NA
fixed,NA,(Intercept),798.961,16.619,48.076,107.228,0
fixed,NA,X_i,35.026,25.92,1.351,49.643,0.183
ran_pars,subj_id,sd__(Intercept),105.453,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.245,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.577,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.502,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,204.06,NA,NA,NA,NA
fixed,NA,(Intercept),815.719,14.605,55.852,96.494,0
fixed,NA,X_i,48.981,23.91,2.049,50.515,0.046
ran_pars,subj_id,sd__(Intercept),86.166,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.082,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,39.288,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),80.891,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.366,NA,NA,NA,NA
fixed,NA,(Intercept),798.057,15.423,51.745,102.335,0
fixed,NA,X_i,26.974,24.447,1.103,48.816,0.275
ran_pars,subj_id,sd__(Intercept),94.788,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.281,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,23.65,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.713,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.222,NA,NA,NA,NA
fixed,NA,(Intercept),819.28,17.194,47.648,106.729,0
fixed,NA,X_i,64.2,27.159,2.364,51.454,0.022
ran_pars,subj_id,sd__(Intercept),108.553,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.223,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,51.367,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),92.109,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.535,NA,NA,NA,NA
fixed,NA,(Intercept),824.525,14.809,55.679,97.7,0
fixed,NA,X_i,43.891,23.817,1.843,48,0.072
ran_pars,subj_id,sd__(Intercept),88.027,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-1,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,0.88,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.893,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,195.923,NA,NA,NA,NA
fixed,NA,(Intercept),795.216,15.589,51.012,87.004,0
fixed,NA,X_i,105.746,26.579,3.979,50.564,0
ran_pars,subj_id,sd__(Intercept),84.368,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.051,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.71,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),90.459,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.171,NA,NA,NA,NA
fixed,NA,(Intercept),780.27,16.12,48.403,102.503,0
fixed,NA,X_i,48.891,25.476,1.919,48.194,0.061
ran_pars,subj_id,sd__(Intercept),99.01,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.334,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,13.074,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.751,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.806,NA,NA,NA,NA
fixed,NA,(Intercept),800.696,15.997,50.052,101.677,0
fixed,NA,X_i,82.206,25.68,3.201,50.561,0.002
ran_pars,subj_id,sd__(Intercept),97.727,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.522,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.267,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.32,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.867,NA,NA,NA,NA
fixed,NA,(Intercept),784.632,16.115,48.69,116.477,0
fixed,NA,X_i,51.092,24.239,2.108,51.277,0.04
ran_pars,subj_id,sd__(Intercept),108.564,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.363,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,45,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.811,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.517,NA,NA,NA,NA
fixed,NA,(Intercept),799.998,15.179,52.703,104.021,0
fixed,NA,X_i,37.996,23.948,1.587,49.484,0.119
ran_pars,subj_id,sd__(Intercept),94.544,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.292,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,30.708,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.52,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.436,NA,NA,NA,NA
fixed,NA,(Intercept),794.759,14.607,54.409,105.651,0
fixed,NA,X_i,24.617,23.168,1.063,52.156,0.293
ran_pars,subj_id,sd__(Intercept),92.204,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.376,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,48.306,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.529,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.7,NA,NA,NA,NA
fixed,NA,(Intercept),839.466,14.96,56.113,95.703,0
fixed,NA,X_i,53.211,24.524,2.17,50.005,0.035
ran_pars,subj_id,sd__(Intercept),87.588,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.156,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.107,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.373,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.921,NA,NA,NA,NA
fixed,NA,(Intercept),819.345,14.805,55.344,115.33,0
fixed,NA,X_i,19.333,22.376,0.864,51.539,0.392
ran_pars,subj_id,sd__(Intercept),99.338,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.329,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.253,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),75.143,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,194.53,NA,NA,NA,NA
fixed,NA,(Intercept),792.063,15.455,51.25,99.642,0
fixed,NA,X_i,52.159,24.842,2.1,49.266,0.041
ran_pars,subj_id,sd__(Intercept),93.123,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.312,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,29.324,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.922,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.688,NA,NA,NA,NA
fixed,NA,(Intercept),800.235,15.977,50.086,104.526,0
fixed,NA,X_i,56.016,25.202,2.223,49.547,0.031
ran_pars,subj_id,sd__(Intercept),99.581,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.057,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.691,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),86.093,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.334,NA,NA,NA,NA
fixed,NA,(Intercept),793.676,14.875,53.357,110.159,0
fixed,NA,X_i,26.438,22.836,1.158,49.783,0.253
ran_pars,subj_id,sd__(Intercept),96.678,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.186,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.103,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.369,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.956,NA,NA,NA,NA
fixed,NA,(Intercept),805.835,16.636,48.44,96.29,0
fixed,NA,X_i,48.088,27.167,1.77,49.366,0.083
ran_pars,subj_id,sd__(Intercept),97.444,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.104,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,32.971,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),93.242,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.935,NA,NA,NA,NA
fixed,NA,(Intercept),811.471,16.91,47.988,107.107,0
fixed,NA,X_i,69.566,26.437,2.631,49.81,0.011
ran_pars,subj_id,sd__(Intercept),107.052,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.091,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,36.826,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),90.384,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.445,NA,NA,NA,NA
fixed,NA,(Intercept),789.415,15.884,49.698,112.298,0
fixed,NA,X_i,81.942,24.404,3.358,51.442,0.001
ran_pars,subj_id,sd__(Intercept),104.308,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.091,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,46.352,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.314,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.016,NA,NA,NA,NA
fixed,NA,(Intercept),784.161,16.483,47.574,100.121,0
fixed,NA,X_i,100.794,26.447,3.811,49.105,0
ran_pars,subj_id,sd__(Intercept),99.477,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.658,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,29.216,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),90.75,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.201,NA,NA,NA,NA
fixed,NA,(Intercept),787.522,16.354,48.154,115.807,0
fixed,NA,X_i,70.461,24.813,2.84,52.176,0.006
ran_pars,subj_id,sd__(Intercept),109.626,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.119,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,51.533,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.471,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.189,NA,NA,NA,NA
fixed,NA,(Intercept),779.832,15.491,50.342,120.198,0
fixed,NA,X_i,52.426,22.78,2.301,51.316,0.025
ran_pars,subj_id,sd__(Intercept),107.147,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.15,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,42.786,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.486,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.878,NA,NA,NA,NA
fixed,NA,(Intercept),793.965,14.828,53.545,112.691,0
fixed,NA,X_i,41.709,22.851,1.825,52.977,0.074
ran_pars,subj_id,sd__(Intercept),98.001,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.338,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,51.82,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),76.07,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.133,NA,NA,NA,NA
fixed,NA,(Intercept),821.445,16.745,49.057,98.147,0
fixed,NA,X_i,87.95,27.598,3.187,52.662,0.002
ran_pars,subj_id,sd__(Intercept),99.492,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.166,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,60.028,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),93.136,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.964,NA,NA,NA,NA
fixed,NA,(Intercept),817.761,16.747,48.83,107.754,0
fixed,NA,X_i,30.444,26.163,1.164,50.299,0.25
ran_pars,subj_id,sd__(Intercept),106.528,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.248,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,40.697,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),89.127,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.358,NA,NA,NA,NA
fixed,NA,(Intercept),796.563,15.809,50.385,106.641,0
fixed,NA,X_i,29.827,24.874,1.199,51.016,0.236
ran_pars,subj_id,sd__(Intercept),100.095,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.18,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,44.41,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.145,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.748,NA,NA,NA,NA
fixed,NA,(Intercept),794.847,16.393,48.488,118.031,0
fixed,NA,X_i,42.815,24.332,1.76,50.258,0.085
ran_pars,subj_id,sd__(Intercept),111.487,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.28,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,37.906,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.537,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.202,NA,NA,NA,NA
fixed,NA,(Intercept),795.51,15.529,51.229,108.492,0
fixed,NA,X_i,48.119,24.02,2.003,49.514,0.051
ran_pars,subj_id,sd__(Intercept),99.659,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.464,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.138,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.72,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.187,NA,NA,NA,NA
fixed,NA,(Intercept),772.992,13.159,58.741,118.675,0
fixed,NA,X_i,56.845,19.196,2.961,50.315,0.005
ran_pars,subj_id,sd__(Intercept),91.381,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.064,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,31.39,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),63.772,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,203.993,NA,NA,NA,NA
fixed,NA,(Intercept),819.712,14.854,55.185,108.9,0
fixed,NA,X_i,56.222,23.242,2.419,52.196,0.019
ran_pars,subj_id,sd__(Intercept),95.644,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.322,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,48.556,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),77.911,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,196.898,NA,NA,NA,NA
fixed,NA,(Intercept),787.555,15.893,49.553,99.262,0
fixed,NA,X_i,49.159,25.657,1.916,49.682,0.061
ran_pars,subj_id,sd__(Intercept),95.403,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.247,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,34.577,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),87.651,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.024,NA,NA,NA,NA
fixed,NA,(Intercept),780.754,15.794,49.435,96.458,0
fixed,NA,X_i,53.929,25.632,2.104,48.459,0.041
ran_pars,subj_id,sd__(Intercept),92.778,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.484,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,18.921,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),88.186,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.751,NA,NA,NA,NA
fixed,NA,(Intercept),803.828,15.481,51.924,101.585,0
fixed,NA,X_i,76.903,24.758,3.106,49.872,0.003
ran_pars,subj_id,sd__(Intercept),94.616,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,-0.136,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,35.228,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),84.351,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,197.96,NA,NA,NA,NA
fixed,NA,(Intercept),805.681,14.097,57.154,111.527,0
fixed,NA,X_i,52.093,21.407,2.433,49.37,0.019
ran_pars,subj_id,sd__(Intercept),92.714,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.252,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,26.906,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),72.373,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.028,NA,NA,NA,NA
fixed,NA,(Intercept),813.168,16.006,50.804,114.88,0
fixed,NA,X_i,53.7,23.982,2.239,49.105,0.03
ran_pars,subj_id,sd__(Intercept),106.87,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.594,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,26.823,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),81.789,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,202.413,NA,NA,NA,NA
fixed,NA,(Intercept),796.021,15.77,50.477,93.238,0
fixed,NA,X_i,50.087,26.194,1.912,50.361,0.062
ran_pars,subj_id,sd__(Intercept),90.25,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.031,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,41.418,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),89.263,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.491,NA,NA,NA,NA
fixed,NA,(Intercept),803.189,15.969,50.297,111.817,0
fixed,NA,X_i,20.882,24.603,0.849,51.545,0.4
ran_pars,subj_id,sd__(Intercept),104.542,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.234,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,47.364,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),82.949,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,201.296,NA,NA,NA,NA
fixed,NA,(Intercept),779.171,15.012,51.905,109.061,0
fixed,NA,X_i,36.648,23.355,1.569,51.274,0.123
ran_pars,subj_id,sd__(Intercept),96.803,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.329,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,43.478,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),78.607,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,200.71,NA,NA,NA,NA
fixed,NA,(Intercept),796.011,16.825,47.311,121.518,0
fixed,NA,X_i,-6.42,24.542,-0.262,50.249,0.795
ran_pars,subj_id,sd__(Intercept),116.677,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.388,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,38.107,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),83.38,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,198.809,NA,NA,NA,NA
fixed,NA,(Intercept),812.422,14.775,54.985,117.005,0
fixed,NA,X_i,47.517,21.948,2.165,50.158,0.035
ran_pars,subj_id,sd__(Intercept),100.372,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.137,NA,NA,NA,NA
ran_pars,subj_id,sd__X_i,33.862,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),74.031,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,199.442,NA,NA,NA,NA
fixed,NA,(Intercept),786.913,15.607,50.419,125.891,0
fixed,NA,X_i,49.233,22.077,2.23,50.401,0.03
ran_pars,subj_id,sd__(Intercept),111.768,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_i,0.255,NA,NA,NA,NA
